name,name_en,type,address,address_en,timetable,timetable_en,phone,mon,tue,wed,thu,fri,sat,sun,open_time,close_time
Саппоро Миний дэлгүүр  Экспресс АТМ ,Sapporo Minii supermarket  Express ATM ,atm,12-р хороо  1-р хороолол  Москвагийн гудамж  Саппоро Миний сүлжээ дэлгүүр ,12th khoroo  1st microdistrict  Sappora Minii supermarket ,Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,10:00:00 PM
Асайт Миний дэлгүүр  Экспресс АТМ ,Asait Minii Delguur  Express ATM,atm,22-р хороо  Б.Доржийн гудамж  Асайт худалдааны төв  Миний сүлжээ дэлгүүр ,22th Khoroo  B. Dorj Street  Asait Shopping Center  Minii Delguur,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:00:00 PM
Шинэ сонголт тооцооны төв  Экспресс банк,Shine songolt branch  Express bank,atm,ХУД  3-р хороо  Шинэ сонголт худалдааны төв  Шинэ сонголт тооцооны төв ,3rd khoroo  Shine songolt shopping center  Shine songolt branch Xac bank ,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Мишээл худалдааны төв  Экспресс АТМ,Misheel expo shopping center,atm,2-р хороо  Чингисийн өргөн чөлөө  Мишээл худалдааны төв,2nd khoroo  Chinggis avenue  Misheel expo shopping center ,Даваа-Ням 09:00-19:00 цаг,Mon-Sun 9am78pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,7:00:00 PM
Монел фунтик хүнсний дэлгүүр АТМ,Monel Funtik Grocery Store АТМ,atm,5-р хороо  Баруун Алтан-Өлгий гудамж  Монел фунтик хүнсний дэлгүүр ,5th Khoroo  Baruun Altan Ulgii Street  Monel Funtik Grocery Store ,5th Khoroo  Baruun Altan Ulgii Street  Monel Funtik Grocery Store ,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Нарны хороолол М март  Экспресс АТМ,Narnii khoroolol M mart  Express ATM,atm,3-р хороо Нарны хороолол М март дэлгүүр ,3st khoroo  narnii khoroolol M mart,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-21pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Эмээлт Шонхор төв  Экспресс АТМ,Emeelt Shonkhor center  Express ATM,atm,32-р хороо  Эмээлт зам  Хүй 7 худаг явах замд  Шонхор төв ,32 khoroo  Emeelt road  Emeelt Shonkhor center,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Нарантуул-2 зах  Экспресс АТ М,Narantuul 2 market  Express ATM ,atm,12-р хороо  Дэнжийн 1000 гудамж  Нарантуул-2 зах ,12 khoroo  Denjiin 1000 road  Narantuul 2 market ,"Мягмар-Ням 08:00-19:00 цаг
Даваа гариг амарна","Tue-Sun 8am-7pm
Monday closed",1800-1888,0,1,1,1,1,1,1,8:00:00 AM,7:00:00 PM
Мишээл Вокинг стрийт АТМ,Misheel Center Walking street АТМ,atm,19-р хороо  Чингисийн өргөн чөлөө  Мишээл Вокинг стрийт,19th Misheel Center Walking street,Даваа-Ням 08:00-22:00 цаг,Mon-Sun 8am-10pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,9:00:00 PM
Нисдэг машин авто худалдааны төв,Nisdeg mashin auto market ,atm,5-р хороо  Их тойруу  Тасганы овоо зүүн талд Нисдэг машин авто худалдааны төв,5th khoroo  Ikh toiruu  Nisdeg mashin autom market ,Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,7:00:00 PM
Нисэх тооцооны төв АТМ,Nisekh branch ATM,atm,16-р хороо  Баруун Сонсголонгийн гудамж  Хас банк Нисэх тооцооны төв ,16th khoroo  Wes Sonsgolon street  Nisekh branch Xac bank,Даваа-Ням 7:00-24:00 цаг,Mon-Sun 7am-12pm,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Номин Их Дэлгүүр АТМ,Nomin department store АТМ,atm,14-р хороо  3-р хороолол  Ард Аюушийн өргөн чөлөө  Өргөө кино театр зүүн талд Номин их дэлгүүр ,14th khoroo  3rd microdistrict  Nomin department store ,Даваа-Ням 8:30-22:30 цаг,Mon-Sun 8:30am-10:30pm,1800-1888,1,1,1,1,1,1,1,8:30:00 AM,10:30:00 PM
Номин супермаркет  Экспресс АТМ ,Nomin supermarket  Express ATM  ,atm,11-р хороо  Ривер Стрийт Номин супермаркетт,11st khoroo  River street  Nomin supermarket ,Даваа-Ням 9:00-22:00 цаг,Mon-Sun 9am-10pm,,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Органик зах,Organic market ,atm, 2-р хороо  Улаанбаатар сувиллын баруун талд  Органик зах, 2nd khoroo  West of Ulaanbaatar sanatorium  Organic market ,Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,8:00:00 PM
Харгуйжин хүнс барааны зах,Kharguijin market ,atm,13-р хороо  Хайлааст  Оргил хүнсний  дэлгүүр,13 khoroo  Khailaast  Orgil supermarket ,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,8:00:00 PM
Орд дэлгүүр ,Ord supermarket,atm,15-р хороо  Шарга морьт гүүр  Орд хүнсний дэлгүүр,15th khoroo  Sharga morit  Ord supermarket ,Даваа-Ням 08:00-23:00цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Отгонтэнгэр хүнсний дэлгүүр АТМ,Otgontenger grocery store АТМ,atm,21-р хоро  Дарь Эхийн шинэ буудал   Отгонтэнгэр хүнсний дэлгүүр,21th Khoroo  New Dari Ikh Station  Otgontenger Grocery Store,Даваа-Ням 09:00-24:00цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:00:00 PM
Өгөөж зах  Экспресс АТМ,Uguuj market  Express ATM ,atm,10-р хороо  Баянхошууны гудамж   Баянхошуу эцсийн буудал  Өгөөж зах,10th khoroo  End of the Bayankhoshuu bus station  Uguuj market ,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,8:00:00 PM
Рапид мед эмнэлэг  Экспресс АТМ,Rapid Med Hospital  Express ATM,atm,14-р хороо  Халдварт өвчин судлалын үндэсний төвийн зүүн талд  Рапип Мед эмнэлэг ,14th Khoroo  Eastern side of National Center for Communicable Diseases  Rapid Med Hospital,Даваа-Ням 10:00-19:00 цаг,Mon-Sun 10am-7pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,7:00:00 PM
Саммит зочид буудал  АТМ,Summit hotel АТМ,atm,7-р хороо  4-р хорооллын эцэс ГССҮТөвийн хойно Саммит зочид буудал ,7th khoroo  End of 4th microdistrict  Summit hotel ,Даваа-Ням 8:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Сандэй худалдааны төв  Экспресс АТМ,Sunday Shopping Center  Express ATM,atm,14-р хороо  Намъянжүгийн гудамж  Сандэй худалдааны төв,14th Khoroo  Namyanju Street  Sunday Shopping Center,"Мягмар-Ням 10:00-21:00 цаг
Даваа гариг амарна","Tue-Sun 10am-9pm
Monday closed",1800-1888,0,1,1,1,1,1,1,10:00:00 AM,9:00:00 PM
Сансар зах  Экспресс АТМ,Sansar market  Express ATM,atm,"7-р хороо  Б.Доржийн гудамж  КТМС зүүн чиглэлийн буудлын урд  Сансар зах  
",7th Khoroo  B. Dorj Street  Computer Information Technology University  Sansar Market,"Даваа-Ням 10:00-20:00 цаг
Лхагва гариг амарна","Mon-Sun 10am-8pm
Wednesday closed",1800-1888,1,1,0,1,1,1,1,10:00:00 AM,8:00:00 PM
Сансар салбар  Экспресс банк АТМ,Sansar Branch  Express Bank АТМ,atm,"3-р хороо  Энхтайваны өргөн чөлөө  Зүүн 4 зам  Хас банк Сансар салбар  
",3rd Khoroo  Enkhtaivan Avenue  Eastern 4 zam  XacBank Sansar Branch,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Болор таац АТМ,Bolor taats АТМ,atm,3-р хороо  Толгойт их нарангын эцэст байрлах “Болор таац” худалдаа  үйлчилгээний төв,3 th Khoroo  Songinokhairkhan Point  Bolor taats Supermarket,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Сансар супермаркет АТМ,Sansar Supermarket АТМ,atm,20-р хороо  Товчооны зам  Сансар сүлжээ супермаркет ,11th Khoroo  Bayanzurkh Point  Eastern side of Petrovis Gas Station  Sansar Supermarket,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Сансар супермаркет АТМ,Sansar Supermarket АТМ,atm,4-р хороо  Наадамчдын зам  Яармаг  Сансар сүлжээ дэлгүүр ,4th khoroo  Naadamchdiin road  Yarmag  Sansar supermarket ,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Содон хороолол  Экспресс АТМ,Sodon  Express ATM  ,atm,6-р хороо  Үйлдвэрчний эвлэлийн гудамж  Содон хороолол  Сансар сүлжээ супермаркет,6th khoroo  Sodon khoroolol  Sansar supermarket,Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
Саямаа зах АТМ,Sayamaa market АТМ,atm,9-р хороо  Баруун Сонсголонгийн гудамж  Нисэх Саямаа зах , 9th khoroo  West Sonsgolon street  Nisekh Sayamaa market ,Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,8:00:00 PM
Соёмбо зах АТМ,Soyombo market АТМ,atm,14-р хороо  Бэлхийн зам  Дарь-Эхийн уулзвар  Соёмбо зах ," 14th khoroo  Belkh road  Dari-Ekh  Soyombo market 
",Даваа-Ням 08:00-21:00 цаг,Mon-Sun 8am-9pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,9:00:00 PM
Стар караоке АТМ,Star karaoke АТМ,atm,2-р хороо  Нарангийн гудамж  Толгойт  Стар караоке, 2nd khoroo  Narangiin road  Tolgoit  Star karaoke ,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Сутай дээд сургууль АТМ,Sutai University АТМ,atm,5-р хороо  Энхтайвны өргөн чөлөө  Кино үйлдвэр  Сутай дээд сургууль , 5th Khoroo  Enkhtaivan Avenue  Kino Uildver  Sutai University,Даваа-Ням 09:00-21:00 цаг,Mon-Sun 9am-9pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,9:00:00 PM
Сүхбаатар дүүргийн эрүүл мэндийн төв АТМ,Health center of Sukhbaatar district АТМ,atm,11-р хороо  Цагдаагийн гудамж  100 айл  Сүхбаатар дүүргийн эрүүл мэндийн төв, 11th khoroo  11th microdistrict  100 ail  Health center of Sukhbaatar district,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Таац хүнсний дэлгүүр АТМ,Taats supermarket АТМ,atm,7-р хороо  Баянхошуу тоосгоны үйлдвэр  Хилчин хотхон  Таац хүнсний дэлгүүр,7th khoroo  Khilchin town  Taats supermarket,Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Тахилт Буудай дэлгүүр АТМ,Takhilt Buudai delguur АТМ,atm,33-р хороо  Тахилт Буудай дэлгүүр, 33th khoroo  Takhilt  Buudai delguur,Даваа-Ням 08цаг-23цаг,2023-01-19T14:39:06,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,10:59:00 PM
Сутайн буянт техникийн зах  Экспресс банк  АТМ,Sutain buyant zakh Express bank АТМ,atm,18-р хороо  Москвагийн гудамж  Сутайн буянт техникийн зах,18th khoroo  Moscow road  Sutain buyant zakh,Даваа-Ням 9-18 цаг,Mon-Sun 9-18 hour,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,5:59:00 PM
Таван эрдэнэ зах АТМ,Tavan-Erdene market АТМ,atm,19-р хороо  4-р хороолол  Алтан төгрөг дэлгүүрийн урд Таван Эрдэнэ хүнсний зах,19th khoroo  4th microdistrict  Tavan-Erdene market ,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Танил хүнсний дэлгүүр АТМ,Tanil supermarket АТМ,atm,7-р хороо  Баянхошууны гудамж  Танил хүнсний дэлгүүр ,7th khoroo  Bayankhoshuu street  Tanil supermarket,Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9am-11pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:00:00 PM
Теди төв  Экспресс АТМ,Tedy center  Express ATM ,atm,5-р хороо  Баруун сэлбийн гудамж  Теди төв 3-р давхарт,5th khoroo  West selbe street  Tedy center  3nd floor ,Даваа-Ням 09:00-20:00 цаг,Mon-Sun 9am-8pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,8:00:00 PM
Теди-2 центр  Экспресс АТМ,Tedy 2 center  Express ATM ,atm,14-р хороо  3-р хороолол  Л.Энэбишийн өргөн чөлөө  Теди 2 центр,14th khoroo  3rd microdistrict  L.Enebish avenue  Tedy 2 center,Даваа-Ням 10:00-20:00 цаг,Mon-Sun 10am-8pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,8:00:00 PM
Төв талбай салбар  Экспресс банк АТМ,Central square branch  Express bank АТМ,atm,8-р хороо  Ерөнхий сайд Амарын гудамж  Сүхбаатарын талбайн зүүн талд  Хас банк Төв талбай салбар,8th khoroo  East of Sukhbaatar square  Central square branch,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Дарь-Эх Цэхээ төв АТМ,Dari-Ekh Tsehee tuv АТМ,atm,21-р хороо  Дарь-Эх Цэхээ төв ,21th khoroo  Dari-Ekh Tsekhee center ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,9:59:00 PM
"Монгол даатгал  Төв салбар АТМ	",Mongol insurance  Central branch АТМ,atm,1-р хороо  Энхтайваны өргөн чөлөө  Хас банк Төв салбар,1st khoroo  Peace avenue  Mongol daatgal building  Sukhbaatar branch Xac bank ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,12:00:00 AM,11:59:00 PM
Толгойт Гүнгэрваа Миний сүлжээ дэлгүүр АТМ,Tolgoit Gungervaa Minii delguur АТМ,atm,2-р хороо  Толгойт Нарангын гол,2th khoroo  Tolgoit narangiin gol,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Тумбааш тооцооны төв  Экспресс АТМ ,Tumbaash branch  Express ATM ,atm,15-р хороо  3-р хороолол  Л.Энэбишийн өргөн чөлөө  Хас банк Тумбааш тооцооны төв,15th khoroo  3rd microdistrict  Tumbaash branch Xac bank ,Даваа-Ням 06:00-24:00 цаг,Mon-Sun 6am-12pm,1800-1888,1,1,1,1,1,1,1,6:00:00 AM,11:59:00 PM
Тумбааш төв АТМ,Tumbaash center  АТМ,atm,7-р хороо  Баянхошуу хуучин эцэс автобусны буудал  Тумбааш төв,7th khoroo  Bayankhoshuu old bus station  Tumbaash center,Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,8:00:00 PM
Тумбааш төв  Экспресс АТМ,Tumbaash center  Express ATM ,atm,7-р хороо  Баянхошуу хуучин эцэс автобусны буудал  Тумбааш төв,7th khoroo  Bayankhoshuu old bus station  Tumbaash center,Даваа-Ням 08:00-20:00 цаг,Mon-Sun 8am-8pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,8:00:00 PM
Түшиг салбар  Экспресс банк АТМ,Tushig branch  Express bank АТМ,atm,4-р хороо  Сөүлийн гудамж  Түшиг их дэлгүүр  Хас банк Түшиг салбар ,4th khoroo  Seoul road  Tushig branc Xac bank,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Тэнгис кино театр АТМ,Tengis movie theater АТМ,atm,5-р хороо  Ж.Самбуугийн гудамж  Тэнгис кино театр ,5th khoroo  J.Sambuu street  Tengis movie theater ,Даваа-Ням 09:00-24:00 цаг,Mon-Sun 9am-12pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:59:00 PM
Тэнгэр плаза худалдааны төв  АТМ,Tenger Plaza Shopping Center АТМ,atm,8-р хороо  Тэнгэр плаза худалдааны төв  ,8th Khoroo  Tenger Plaza Center,Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8am-12pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Улиастай шар дэлгүүр АТМ,Uliastai Shar market АТМ,atm,8-р хороо  Тэнгэр плаза худалдааны төв  ,8th Khoroo  Tenger Plaza Center,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8am-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Урьхан хүнсний дэлгүүр  АТМ,Urikhan supermarket  АТМ,atm,25-р хороо  Зүүнсалаа хуучин эцсийн буудал  Зүүнсалаа  Урьхан хүнсний дэлгүүр ,25th khoroo  Zuunsalaa old bus station  Urikhan supermarket ,Даваа-Ням 09:00-22:00 цаг,Mon-Sun 9am-10pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,10:00:00 PM
Хайлааст 84 худалдааны төв АТМ,Khailaast 84 shopping center АТМ,atm,15-р хороо  Хайлааст хуучин эцэс  84 худалдааны төв ,15th khotoo  Khailaast old bus station  84 shoppng center ,Даваа-Ням 09:00-23:00 цаг,Mon-Sun 9pm-11pm,1800-1888,1,1,1,1,1,1,1,9:00:00 AM,11:00:00 PM
Халдвартын эмнэлэг захиргааны байр АТМ,Infectious hospital administration building АТМ,atm,14-р хороо  Халдварт өвчин судлалын үндэсний төв,14th Khoroo  Infectious hospital administration building ,Даваа-Ням 08:00-24:00 цаг,Mon-Sun 8pm-12pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:59:00 PM
Хан талст худалдааны төв АТМ,Khan Talst Shopping Center АТМ,atm,6-р хороо  13-р хороолол  Баянзүрх зах,6th Khoroo  13th Microdistrict  Bayanzurkh Market,"Даваа-Ням 09:00-19:00 цаг
Пүрэв амрана","Mon-Sun 9pm-19pm
Thu closed",1800-1888,1,1,1,0,1,1,1,9:00:00 AM,7:00:00 PM
Хан-Уул тооцооны төв  Экспресс банк АТМ,Khan-Uul branch  Express bank  АТМ,atm,2-р хороо  Чингисийн өргөн чөлөө  Хан-Уул дүүрэг соёлын ордон зүүн талд  Хас банк Хан-Уул тооцооны төв ,2nd khoroo  Chinggis avenue  Khan-Uul branch Xac bank ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Хан-Уул тооцооны төв  Экспресс банк АТМ,Khan-Uul branch  Express bank  АТМ,atm,2-р хороо  Чингисийн өргөн чөлөө  Хан-Уул дүүрэг соёлын ордон зүүн талд  Хас банк Хан-Уул тооцооны төв ,2nd khoroo  Chinggis avenue  Khan-Uul branch Xac bank ,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,7:00:00 AM,11:59:00 PM
Хархорин зах  Экспресс АТМ,Kharkhorin market  Express ATM,atm,20-р хороо 1-р хороолол  Москвагийн гудамж  Хархорин зах В1 давхарт ,20th khoroo  1st microdisrict  Moscow road  Kharkhorin market  B1 floor ,"Мягмар-Ням 09:00-19:00 цаг
Даваа амрана","Tue-Sun 9pm-19pm
Mon closed",1800-1888,0,1,1,1,1,1,1,9:00:00 AM,7:00:00 PM
ХИД 2 худалдааны төв  АТМ,Khid 2 shopping center  ATM,atm,2-р хороо  Хатанбаатар Магсаржавын гудамж  Варьете төвийн хойд талд ХИД 2 худалдааны төв ,2nd khoroo  North of Variete center  Khid 2 shopping center ,Мягмар-Ням 09:30-21:00 цаг,Tue-Sun 9:30pm-9pm,1800-1888,1,1,1,1,1,1,1,9:30:00 AM,9:00:00 PM
Хосбагана дэлгүүр  Экспресс АТМ,Khosbagan market  Express ATM,atm,9-р хороо  Шар хадны гудамж  Хос багана хүнсний дэлгүүр,9th Khoroo  Shar Khad Street  Khos Bagana Market,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8pm-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Хотхойт дэлгүүр  АТМ,Khotkhoit supermarket  ATM,atm,22-р хороо  Тахилтын эцсийн буудал  Тахилт Хотхойт хүнсний дэлгүүр,22nd khoroo  Takhilt last bus station  Khotkhoit supermarket,Даваа-Ням 08:00-23:00 цаг,Mon-Sun 8pm-11pm,1800-1888,1,1,1,1,1,1,1,8:00:00 AM,11:00:00 PM
Хөтөл төв  АТМ,Khutul center ATM,atm,11-р хороо  Хувьсгалын зам  Баянхошуу Хөтөл төв,11st khoroo  Khuvisgal road  Bayakhoshuu Khutul center,Даваа-Ням 10:00-23:00 цаг,Mon-Sun 10pm-11pm,1800-1888,1,1,1,1,1,1,1,10:00:00 AM,11:00:00 PM
Хүсэл төв  Экспресс АТМ,Khusel center  Express ATM,atm,14-р хороо  Чингэлтэй өргөн чөлөө  Долоон буудал  Хүсэл төв,14th khoroo  Chingeltei avenue  7th station  Khusel center ,Даваа-Ням 10:00-24:00 цаг,Mon-Sun 10pm-12pm,1800-1888,1,1,1,1,1,1,1,2:12:00 PM,2:12:00 PM
Хүчит шонхор тооцооны төв  Экспресс банк АТМ,Khuchirshonkhor branch  Express bank  ATM,atm,11-р хороо  Самбалхүндэвийн зам  Хүчитшонхор хүнсний зах,11st khoroo  Sambalkhundev road  Khuchitshonkhor market,Даваа-Ням 06:00-17:00 цаг,Mon-Sun 6am-5pm,1800-1888,1,1,1,1,1,1,1,6:00:00 AM,5:00:00 PM
Хүчит шонхор тооцооны төв  Экспресс банк АТМ,Khuchitshonkhor branch  Express bank  ATM,atm,11-р хороо  Самбалхүндэвийн зам  Хүчитшонхор хүнсний зах,11st khoroo  Sambalkhundev road  Khuchitshonkhor market,Даваа-Ням 06:00-17:00 цаг,Mon-Sun 6am-5pm,1800-1888,1,1,1,1,1,1,1,6:00:00 AM,5:00:00 PM
Хүчитшонхор хүнсний зах АТМ,Khuchitshonkhor market  ATM,atm,11-р хороо  Самбалхүндэвийн зам  Хүчитшонхор хүнсний зах,11st khoroo  Sambalkhundev road  Khuchitshonkhor market,Даваа-Ням 06:00-17:00 цаг,Mon-Sun 6am-5pm,1800-1888,1,1,1,1,1,1,1,6:00:00 AM,5:00:00 PM
Цайз тооцооны төв  Экспресс АТМ,Tsaiz Branch  Express ATM,atm,16-р хороо  Дандарбаатарын гудамж  Цайз тооцооны төвийн байр,16th Khoroo  Dandarbaatar Street  Tsaiz Branch,Даваа-Ням 24 цаг,Mon-Sun 24 hour,1800-1888,1,1,1,1,1,1,1,6:00:00 AM,11:59:00 PM
Баялаг ундраа худалдааны төв  АТМ,Baylag Undraa Shopping Center ATM,atm,14-р хороо  Нарны зам  Баялаг ундраа худалдааны төв,14th Khoroo  Narnii road  Baylag Undraa Shopping Center,"Лхагва-Ням 08:00-20:00 цаг
Мягмар гаригт амрана","Wed-Sun 8am-8pm
Tue closed",1800-1888,1,1,0,1,1,1,1,8:00:00 AM,8:00:00 PM
